,Coordenadas_inicio,Coordenadas_fin,Minutos,Nombre_inicio,Nombre_fin
2711,"[39.49029981830682, -0.37371293717881826]","[39.447938501871164, -0.39498886337497013]",18.60310810810812,"Avinguda del Primat Reig, la Saïdia, València","Carrer de Tomàs de Villarroya, Jesús, València"
2712,"[39.491638990532316, -0.3925776434312634]","[39.48539047478447, -0.4171337663561566]",16.66343543543543,"Carril bici Av. Burjassot, Benicalap, València","Partida de Dalt, Campanar, València"
2713,"[39.530600598806735, -0.38862776942404453]","[39.472852109872754, -0.3594710799032582]",24.76330030030029,"Carrer de Polinyà de Xúquer, Pobles del Nord, València","Carrer d'Amadeu de Savoia, el Pla del Real, València"
2714,"[39.46568138828758, -0.384876900207462]","[39.44413116512897, -0.33860696286689]",18.447306306306302,"Carrer del Marqués de Zenete, Extramurs, València","Carrer de Margarita Salas, Quatre Carreres, València"
2715,"[39.46765322053376, -0.39789924031555834]","[39.475631953861104, -0.3441612580745672]",16.974255255255255,"Avinguda del Cid, l'Olivereta, València","Avinguda de Santiago Grisolía García, Algirós, València"
2716,"[39.47634364140768, -0.3437458280152227]","[39.46527211089486, -0.3968053603006376]",16.909207207207213,"Camí del Cabanyal, Algirós, València","Carrer d'Antonio Ballester Vilaseca Tonico (escultor), l'Olivereta, València"
2717,"[39.496670763223364, -0.34244388089563377]","[39.49845598623537, -0.39056477274472795]",32.63804804804805,"Camí Fondo, Alboraia / Alboraya","Carrer de Manuel Melià i Fuster (Don Pío), Benicalap, València"
2718,"[39.47210008152781, -0.35099459045780956]","[39.48668038795942, -0.4053362837095256]",18.01404804804804,"Carrer de Yecla, Algirós, València","Avinguda de Pio Baroja, Campanar, València"
2719,"[39.50379608854743, -0.4176191759096192]","[39.46923186042761, -0.3476519029630127]",28.25969069069069,"Carrer d'Alpont, Pobles de l'Oest, València","Carrer dels Sants Just i Pastor, Camins al Grau, València"
2720,"[39.45739855063225, -0.39424538369296613]","[39.48038730366852, -0.412566580343244]",12.570783783783783,"Carrer de Xera, Patraix, València","Parque Fluvial del Turia, Mislata"
2721,"[39.509030470147955, -0.4150175914671486]","[39.50159636935105, -0.45790228457397664]",21.539546546546543,"Calle de la Independencia, Burjassot","V-30, Paterna"
2722,"[39.48395417323191, -0.36672584851706713]","[39.450771294298036, -0.33495925566233054]",18.78916216216217,"Carrer de Jaca, la Saïdia, València","Avinguda de la Ronda de Natzaret, Poblats Marítims, València"
2723,"[39.472133267860166, -0.3968928983711107]","[39.473876955792974, -0.3451101317234027]",18.362447447447448,"Carrer del Doctor Sempere, l'Olivereta, València","Plaça d'Hondures, Algirós, València"
2724,"[39.45149294123795, -0.39005930314516163]","[39.496142795996626, -0.3799578978275299]",18.560021021021026,"Plaça de l'Escultor Frechina, Jesús, València","Carrer d'Ángel García Cardona (Cineasta), Rascanya, València"
2725,"[39.5042710878203, -0.41655990538344695]","[39.49773903078533, -0.4466353575175834]",23.74754954954955,"Calle de Escalante, Burjassot","Carrer de Manises, Paterna"
2726,"[39.455609258783255, -0.40031955273477393]","[39.47848619718318, -0.3953272574134562]",10.215270270270276,"Avinguda de les Tres Creus, Patraix, València","Avinguda de Campanar, Campanar, València"
2727,"[39.48696726767401, -0.3856105813982973]","[39.422244658200526, -0.39425514548021334]",31.012477477477457,"Avinguda de Portugal, la Saïdia, València","Calle de Pintor Ribera, Benetússer"
2728,"[39.46128134904798, -0.40656766580767606]","[39.49515809076606, -0.37151683066547664]",17.58856156156156,"Carrer Fogainers, Patraix, València","Carrer del Duc de Mandas, Rascanya, València"
2729,"[39.45651727706023, -0.4056485973478898]","[39.49241385956951, -0.3960923515430399]",14.562237237237236,"Carrer dels Pedrapiquers, Patraix, València","Carrer de Sant Roc, Benicalap, València"
2730,"[39.496857410051156, -0.3960551060148003]","[39.44351925222543, -0.387214922214261]",20.8697987987988,"Carrer de Louis Braille, Benicalap, València","Carrer de Sant Vicent Màrtir, Jesús, València"
2731,"[39.4803458309613, -0.38184715050929263]","[39.44664109488254, -0.3366878289055526]",20.68141441441442,"Carrer de Guillem de Castro, Ciutat Vella, València","Camí Vell de la Punta, Quatre Carreres, València"
2732,"[39.46090000474517, -0.3811706433574416]","[39.47120769421887, -0.3454751936577985]",12.892996996996995,"Arrancapins, València","Carrer de Campoamor, Algirós, València"
2733,"[39.474506236185455, -0.34899037083569767]","[39.44645857432646, -0.39168836472280283]",17.978366366366362,"Avinguda de Blasco Ibáñez, Algirós, València","Carrer de l'Enginyer José Sirera, Jesús, València"
2734,"[39.48564342844614, -0.3922039295580505]","[39.45632640965879, -0.36397071442104295]",15.15855555555555,"Carrer del Monestir de Poblet, Campanar, València","Avinguda de la Plata, Quatre Carreres, València"
2735,"[39.480962496625615, -0.35208387392127705]","[39.48407413797166, -0.3961430857709191]",15.502909909909905,"Avinguda de Catalunya, Algirós, València","Carrer de Godelleta, Campanar, València"
2736,"[39.481045097505415, -0.3933742314245568]","[39.44979445177697, -0.3385953309437797]",23.43248648648649,"Carrer de la Vall de la Ballestera, Campanar, València","Carrer de les Barraques del Figuero, Quatre Carreres, València"
2737,"[39.48903210193682, -0.3643360516962291]","[39.47202436835325, -0.39987668760761796]",14.155324324324324,"Carrer de la Torreta de Miramar, Rascanya, València","Carrer del Brasil, l'Olivereta, València"
2738,"[39.446134774736876, -0.3738903880401038]","[39.47444472478107, -0.39225655090379197]",13.367696696696695,"Carrer d'Aarón Vidal López (Soldat), Quatre Carreres, València","Avinguda de Sant Josep de la Muntanya, Extramurs, València"
2739,"[39.45371971638088, -0.3838145179436907]","[39.419170644350785, -0.3940896289288068]",17.82327927927928,"Carrer d'Almudaina, Jesús, València","Calle Número 22, Benetússer"
2740,"[39.48953893718993, -0.40041552335580344]","[39.44945444515499, -0.3765124647777624]",17.876750750750755,"Carrer de Benifairó de les Valls, Campanar, València","Carrer de Vicent Miguel Carceller (Periodista), Quatre Carreres, València"
2741,"[39.50393001796275, -0.40874514359010355]","[39.518680337269394, -0.4626243132763161]",23.712564564564563,"Calle Bautista Riera, Burjassot","Calle Ciudad de Alcoy, Paterna"
2742,"[39.50845814694898, -0.42188320619722663]","[39.494879599245046, -0.44641410308377977]",19.27522822822823,"Carrer Carretera de Llíria, Burjassot",[Desconocido]
2743,"[39.49022731182165, -0.3566863944075277]","[39.47270066735101, -0.41747044095771096]",19.970528528528536,"Carrer del Poeta Ricard Sanmartí, Benimaclet, València","Carrer del Cardenal Benlloch, Mislata"
2744,"[39.46759187487874, -0.3750900212266292]","[39.46718946451829, -0.4199613027148308]",12.855651651651648,"Passeig de Russafa, Ciutat Vella, València","V-30, Xirivella"
2745,"[39.489232356680176, -0.39375485590156845]","[39.462201314515546, -0.36384503750261465]",14.274792792792796,"Carrer dels Amics del Corpus, Benicalap, València","Avinguda de Peris i Valero, l'Eixample, València"
2746,"[39.45264742440902, -0.3967636116925434]","[39.46297791859701, -0.3424787132288835]",18.508075075075077,"Carrer de Juan de Garay, Patraix, València","Avinguda del Port, Camins al Grau, València"
2747,"[39.478812827525864, -0.36265195028808]","[39.524227308839116, -0.38154257065289]",19.98681981981981,"Plaça de la Legió Espanyola, el Pla del Real, València","CV-315, Pobles del Nord, València"
2748,"[39.45358067010472, -0.38988032371960857]","[39.49297552977421, -0.3991566658728937]",15.771843843843834,"Carrer de Llanera de Ranes, Jesús, València","Carrer de la Vall d'Aiora, Benicalap, València"
2749,"[39.5023412406291, -0.4421348841582437]","[39.506453572676975, -0.41525298927172166]",17.696381381381386,"Carrer de Sant Salvador, Paterna","Calle Manuel Dualde, Burjassot"
2750,"[39.47440791602531, -0.35746855235229746]","[39.47606073380294, -0.4260509108093971]",20.153972972972973,"Avinguda de Suècia, el Pla del Real, València","V-30, Mislata"
2751,"[39.50719364754193, -0.46473132273111273]","[39.50845003193882, -0.4144850398408009]",22.638942942942947,[Desconocido],"Calle Teodoro Llorente, Burjassot"
2752,"[39.50362529703461, -0.44008621950358745]","[39.52622965079055, -0.46795942503421445]",12.773885885885887,"Carrer del Mestre Soler, Paterna","Autovía del Mediterráneo, Paterna"
2753,"[39.47006193083047, -0.35848235892832353]","[39.42148140431096, -0.39569041884608447]",26.456237237237243,"Avinguda d'Aragó, el Pla del Real, València","Calle de Isabel La Católica, Benetússer"
2754,"[39.45827463544039, -0.4651666946136044]","[39.481202491912036, -0.4550443866070443]",14.776132132132137,"Carrer Cuba, Aldaia","Autovía del Este, Quart de Poblet"
2755,"[39.4607547779654, -0.3823682694972188]","[39.476928977657735, -0.3602124672425879]",10.194195195195196,"Carrer de Francisco Largo Caballero, Extramurs, València","Plaça de la Legió Espanyola, el Pla del Real, València"
2756,"[39.47454451530224, -0.3938898547302162]","[39.47717458223177, -0.3644416019278009]",10.092714714714711,"Avinguda de Sant Josep de la Muntanya, Extramurs, València","Plaça de la Legió Espanyola, el Pla del Real, València"
2757,"[39.46844981311719, -0.32975958414213363]","[39.47810396297689, -0.42360320761223397]",28.29915615615615,"Carrer del Pare Lluís Navarro, Poblats Marítims, València","Carrer de Pizarro, Mislata"
2758,"[39.46348062891541, -0.3543300441157684]","[39.4898791734538, -0.3507289259061567]",10.130018018018015,"Carrer del Riu Escalona, Camins al Grau, València","Camí de Farinós, Benimaclet, València"
2759,"[39.48518312135919, -0.3951761296009109]","[39.46953794999881, -0.35956403475811505]",13.359009009009013,"Avinguda de Pius XII, Benicalap, València","Avinguda d'Aragó, el Pla del Real, València"
2760,"[39.448773416383155, -0.3742245669009498]","[39.4819410242429, -0.38132527739086364]",17.198168168168163,"Carrer de Vicent Marco Miranda (Polític), Quatre Carreres, València","Circuit 5K Jardí del Túria, la Saïdia, València"
2761,"[39.47393301406303, -0.39158266899932687]","[39.46619981215602, -0.34737876992200456]",14.490054054054047,"Carrer de Joan Llorenç, Extramurs, València","Carrer de l'Arquitecte Gascó, Camins al Grau, València"
2762,"[39.49710130483364, -0.42333485115535086]","[39.456581668016234, -0.39759463868734324]",19.29524324324325,"Carrer de Mossén Cobos, Pobles de l'Oest, València","Carrer dels Campaners, Patraix, València"
2763,"[39.463551164245196, -0.33818787235096337]","[39.46514859445717, -0.3730444540408307]",10.508603603603603,"Carrer de Peanya, Camins al Grau, València","Gran Via del Marqués del Túria, l'Eixample, València"
2764,"[39.46790630377581, -0.3922837151328131]","[39.46854822658945, -0.330696933209268]",18.58001801801802,"Carrer de Llorca, l'Olivereta, València","Carrer d'Escalante, Poblats Marítims, València"
2765,"[39.509030470147955, -0.4150175914671486]","[39.50911729042325, -0.43874781715407984]",15.886048048048051,"Calle de la Independencia, Burjassot","Acceso Noroeste de Paterna, Paterna"
2766,"[39.49358821842114, -0.38163218363866425]","[39.44709951443684, -0.3822247819022211]",21.444546546546544,"Carrer de Pere Cabanes, Benicalap, València","Carrer de Fernando Senent Pérez (Catedràtic), Quatre Carreres, València"
2767,"[39.49348732556802, -0.391281070144944]","[39.45600408714728, -0.3652329085330758]",18.19407507507508,"Carrer de la Berbena, Benicalap, València","Avinguda de la Plata, Quatre Carreres, València"
2768,"[39.50202354196938, -0.4167180385400512]","[39.470832924019376, -0.33369336350373296]",30.06459759759759,"Carrer del Miniaturista Messeguer, Pobles de l'Oest, València","Carrer del Poble Nou de la Mar, Poblats Marítims, València"
2769,"[39.47431996877143, -0.35687872507962726]","[39.49933117150951, -0.38918209414461624]",15.926780780780788,"Avinguda d'Aragó, el Pla del Real, València","Avinguda dels Germans Machado, Benicalap, València"
2770,"[39.45219509478394, -0.3960186012802859]","[39.45092301354079, -0.3345534383926463]",19.8502942942943,"Avinguda de Gaspar Aguilar, Patraix, València","Carrer del Coll de Rates, Poblats Marítims, València"
2771,"[39.495054842616945, -0.3497790450072617]","[39.48154268761306, -0.35684922327775065]",22.00268168168169,"Calle de Benimaclet, Alboraia / Alboraya","Carrer de la Guàrdia Civil, Benimaclet, València"
2772,"[39.45978900188453, -0.3821088037604282]","[39.48983058163553, -0.3618021235804415]",14.429249249249246,"Carrer de Sant Vicent Màrtir, Extramurs, València","Carrer de Dolores Marqués, Rascanya, València"
2773,"[39.51089963574772, -0.46294133096677326]","[39.49544321420871, -0.4397175944975152]",10.419645645645646,"Calle Islas Baleares, Paterna","Campament, Paterna"
2774,"[39.41518635606388, -0.3875540233217587]","[39.453583416996125, -0.3354179951594167]",27.95312312312313,"CV-412, Alfafar","Carrer de Suïssa, Quatre Carreres, València"
2775,"[39.48382593616773, -0.3832493676846419]","[39.447606332361694, -0.39985688607325515]",16.159285285285293,"Avinguda de Burjassot, la Saïdia, València","Plaça Jardí de Wangari Maathai (Premi Nobel de la Pau), Jesús, València"
2776,"[39.47593006440226, -0.3369195048248171]","[39.519078709373396, -0.38648241641924264]",24.36937537537538,"Carrer de Campillo de Altobuey, Algirós, València","Camí de Benifaraig a Montcada, Pobles del Nord, València"
2777,"[39.45312296036288, -0.3877203810903734]","[39.530600598806735, -0.38862776942404453]",29.8040960960961,"Carrer de Joaquín Navarro, Jesús, València","Carrer de Polinyà de Xúquer, Pobles del Nord, València"
2778,"[39.5058761349704, -0.4477775242629068]","[39.50708285411696, -0.4157860170466861]",18.261900900900905,"Calle Pajares, Paterna","Calle del Doctor Fleming, Burjassot"
2779,"[39.42193806939981, -0.39212506899272515]","[39.502109378492975, -0.41664854447438154]",36.7512822822823,"Carrer de Marià Benlliure, Alfafar","Carrer del Mestre Plasència, Pobles de l'Oest, València"
2780,"[39.475341483853676, -0.4169029357201669]","[39.45574617209066, -0.38002885197298164]",15.980438438438435,"Plaça de la Constitució, Mislata","Avinguda de Peris i Valero, l'Eixample, València"
2781,"[39.531961027171974, -0.4006942042581353]","[39.55062571893834, -0.3974595989378216]",10.967774774774773,"Camí Fondo de Borbotó a Massarrojos, Pobles del Nord, València","Avinguda del Cementeri, Montcada / Moncada"
2782,"[39.49055309472034, -0.38712806140383044]","[39.47902198239637, -0.36175594654777116]",11.21553753753754,"Carrer del Picaio, Benicalap, València","Avinguda de Blasco Ibáñez, el Pla del Real, València"
2783,"[39.442917416343114, -0.3980527642402164]","[39.47291520621621, -0.42233562086774595]",16.50808408408408,"Camí Vell de Picassent, Jesús, València","V-30, Mislata"
2784,"[39.47807266990407, -0.3860301287792455]","[39.45835427538407, -0.3614001033929572]",11.601084084084082,"Carrer del Doctor Peset Cervera, Extramurs, València","Carrer de Godofred Ros, Quatre Carreres, València"
2785,"[39.47472345776986, -0.33159254375333036]","[39.46526013964094, -0.39128321764067003]",19.22256756756756,"Carrer del Comte de Melito, Poblats Marítims, València","Carrer del Mestre Bellver, Patraix, València"
2786,"[39.51668051882226, -0.4267278823866911]","[39.501198183873896, -0.43932942190944074]",13.275147147147145,[Desconocido],"Plaça de l'Enginyer Castells, Paterna"
