Coordenadas_inicio,Coordenadas_fin
"[39.526670626741826, -0.35409754587553777]","[39.42848920020856, -0.4674393778082277]"
"[39.525521909421634, -0.3523041025723314]","[39.432521514775054, -0.47491878438567964]"
"[39.395897844997684, -0.39982226106287605]","[39.52511293799178, -0.4214461790588131]"
"[39.401263634533315, -0.40272463590476726]","[39.54627492708467, -0.39346363455654965]"
"[39.529890290655416, -0.3446547085328336]","[39.43385280633983, -0.4717236495115586]"
"[39.405477835821145, -0.40485813981888097]","[39.52533698416368, -0.38144617717705737]"
"[39.429364984248856, -0.4597052335695194]","[39.52179216004395, -0.34953528798418837]"
"[39.40702999884635, -0.40414352654777436]","[39.54877550393352, -0.39730087546064446]"
"[39.454971166893586, -0.33460994378109643]","[39.51451256650039, -0.47618310053901736]"
"[39.519715098651744, -0.3533028999716242]","[39.399077744392315, -0.4072002565943866]"
"[39.42546274804072, -0.39253504818914003]","[39.54875902806461, -0.3949984182526597]"
"[39.522272926547814, -0.4159563395718395]","[39.40212464660424, -0.40698680227185263]"
"[39.42460878045351, -0.42592875896302146]","[39.5441935849698, -0.3959282057174765]"
"[39.51699028301163, -0.4630721437324131]","[39.44738945940688, -0.3302603926724945]"
"[39.51989735880697, -0.4654503226142495]","[39.44563734109001, -0.3388391134912916]"
"[39.525521909421634, -0.3523041025723314]","[39.40107646279137, -0.4050829927637215]"
"[39.43498192268241, -0.4787377584840876]","[39.52689965762625, -0.35130804165786145]"
"[39.43554138957863, -0.4657423065972868]","[39.53057352728355, -0.35462923723965367]"
"[39.53362640982559, -0.3801289787796728]","[39.40140843734119, -0.405155049348559]"
"[39.42848920020856, -0.4674393778082277]","[39.530265621561284, -0.35417798586977806]"
"[39.405477835821145, -0.40485813981888097]","[39.52858384021945, -0.35112821482293044]"
"[39.40218418240248, -0.4033568155122907]","[39.52466451058065, -0.38953084040130864]"
"[39.525211032837035, -0.38831293888318913]","[39.39796428624887, -0.398125634665853]"
"[39.50777355054805, -0.4664632351031244]","[39.44866711833474, -0.32684591695190074]"
"[39.415447653410155, -0.39636358682608297]","[39.54605755528356, -0.3990870553608558]"
"[39.5517023772746, -0.39394431688251935]","[39.43712050330519, -0.46117345968214585]"
"[39.53118287360636, -0.3485815360947845]","[39.45557920214496, -0.46994089561661617]"
"[39.51486213841434, -0.46778218163029006]","[39.40084882448056, -0.39377651264365887]"
"[39.45547513064627, -0.33363836470440755]","[39.51786609832055, -0.47557319877328336]"
"[39.4289006755338, -0.4686255999196735]","[39.54495241593656, -0.399275569671597]"
"[39.40042737938735, -0.39467236529378147]","[39.517551432537914, -0.4658384226674696]"
"[39.52238402400335, -0.34534522127015976]","[39.39891211959817, -0.40232496642662946]"
"[39.431114685145666, -0.47416470825544665]","[39.547446498321264, -0.39763071199641037]"
"[39.530265621561284, -0.35417798586977806]","[39.43353201077304, -0.4654854893752616]"
"[39.545780131190234, -0.39695383774313814]","[39.42542064219842, -0.42994578823825025]"
"[39.49308734725247, -0.3408576150719914]","[39.43178290390093, -0.4761134353912832]"
"[39.55746414566028, -0.40140952057024337]","[39.438823992079605, -0.46664416080685134]"
"[39.52313607591217, -0.386929813000823]","[39.40060972114896, -0.40053121246402557]"
"[39.40957299779509, -0.4030496844188387]","[39.54656824948217, -0.3964062368155321]"
"[39.518665374283444, -0.4637704766011262]","[39.40728134862355, -0.3988385077731646]"
"[39.503000620581396, -0.3479830822388535]","[39.4282805367573, -0.4718480947944809]"
"[39.543167702825365, -0.3932065556140217]","[39.407967671625975, -0.4010412793763549]"
"[39.440082495276556, -0.33583171534195594]","[39.52085081304093, -0.46393185303372836]"
"[39.399077744392315, -0.4072002565943866]","[39.523803662960646, -0.4122813334553533]"
"[39.54460051715165, -0.3973219379026097]","[39.422970275093384, -0.38642678941402]"
"[39.43189307986651, -0.4683532399838482]","[39.524571036036626, -0.346914166001856]"
"[39.4356126286363, -0.4694289654655505]","[39.54910683111174, -0.39265537846292453]"
"[39.52429503078283, -0.3874150826105955]","[39.401263634533315, -0.40272463590476726]"
"[39.399444498956335, -0.39754856354449997]","[39.5209081878738, -0.38320042282217953]"
"[39.406139097460674, -0.41237320358561264]","[39.52426957523215, -0.3830156350135316]"
"[39.4044556853017, -0.40181834397904376]","[39.53963356433503, -0.3399760922312]"
"[39.5108850959346, -0.4685478746061138]","[39.397606529485465, -0.3969846860744717]"
"[39.39878589321014, -0.40068709614696385]","[39.53833178318189, -0.3853166812781537]"
"[39.4282805367573, -0.4718480947944809]","[39.54605755528356, -0.3990870553608558]"
"[39.399460962918106, -0.40641561157875034]","[39.55746414566028, -0.40140952057024337]"
"[39.42670802740566, -0.4194931650570817]","[39.55746414566028, -0.40140952057024337]"
"[39.52635833538982, -0.3538849340178686]","[39.43493882109987, -0.4715714049487579]"
"[39.39796428624887, -0.398125634665853]","[39.51505863889013, -0.469698224605178]"
"[39.53278899517425, -0.34680496640454417]","[39.42692774600894, -0.4246355337592549]"
"[39.525634469751814, -0.3490310512201316]","[39.438823992079605, -0.46664416080685134]"
"[39.51481938841191, -0.4641684242480446]","[39.442491304613014, -0.3401501496549496]"
"[39.448905414776405, -0.32943858750742927]","[39.51588169002356, -0.468672449139379]"
"[39.44009597702771, -0.47362365264767775]","[39.55429015975586, -0.40144970301834493]"
"[39.434508224802144, -0.4752898986559559]","[39.525545643018106, -0.3515832747718882]"
"[39.404390940213624, -0.3986020768113077]","[39.51999039571137, -0.46890746981704634]"
"[39.532169746917106, -0.3533941884762618]","[39.40553985243058, -0.407855673540257]"
"[39.55429015975586, -0.40144970301834493]","[39.417720151610204, -0.394268319329914]"
"[39.52555860868315, -0.3841415910935676]","[39.406139097460674, -0.41237320358561264]"
"[39.47426571221756, -0.3293649014272144]","[39.43076406597057, -0.4749425326921693]"
"[39.40658799316457, -0.4023702855141005]","[39.5259221691044, -0.35271282700369955]"
"[39.53394705998222, -0.3621741126395452]","[39.43410340333957, -0.478409289053137]"
"[39.51874927380421, -0.34111312080169287]","[39.434508224802144, -0.4752898986559559]"
"[39.522645383201144, -0.34955365273514655]","[39.399460962918106, -0.40641561157875034]"
"[39.40718190607405, -0.4019132380903986]","[39.527806407820435, -0.38711286295939357]"
"[39.416231915310355, -0.3909342651088997]","[39.545011323443056, -0.38902930331019947]"
"[39.532169746917106, -0.3533941884762618]","[39.43752233113114, -0.47031839085626015]"
"[39.43732045258265, -0.47261183344317464]","[39.54773417454856, -0.39687111738527414]"
"[39.52739665082459, -0.3895422574110892]","[39.406360958551204, -0.4070618833126017]"
"[39.43216700267051, -0.4658670152997476]","[39.53057352728355, -0.35462923723965367]"
"[39.4281204356786, -0.4663017039568031]","[39.536800098935224, -0.3522692808404349]"
"[39.424012886802075, -0.3914450647810589]","[39.551063958023086, -0.3957120664116806]"
"[39.51623324251016, -0.3643863643340359]","[39.39863098323907, -0.39815601425468466]"
"[39.531636796014396, -0.35244726743595695]","[39.44193633973268, -0.46126211787942617]"
"[39.417018750259494, -0.398507119263242]","[39.529611429267064, -0.34283518619475584]"
"[39.516482498459204, -0.46791668048357943]","[39.40419064645798, -0.4072015680247323]"
"[39.55429015975586, -0.40144970301834493]","[39.40236925267727, -0.40034025292489867]"
"[39.51567607451769, -0.458875116963591]","[39.39986011794258, -0.3987493085356811]"
"[39.39540660018187, -0.39392877421608014]","[39.54875902806461, -0.3949984182526597]"
"[39.534597081749254, -0.40395422517257357]","[39.39786918438939, -0.40394795125271277]"
"[39.54684965838798, -0.3998484681596978]","[39.41325411465148, -0.3922910164856192]"
"[39.40160105738219, -0.40735626531972485]","[39.54197749278253, -0.3962581615754833]"
"[39.4454872949243, -0.3361114289551844]","[39.52051298840666, -0.46308032982417113]"
"[39.54673196958613, -0.39662815355660974]","[39.428694248356585, -0.42698068167949804]"
"[39.431114685145666, -0.47416470825544665]","[39.53332421464769, -0.378833842268457]"
"[39.39460500414015, -0.4054884815638184]","[39.52829719573668, -0.35095232361438855]"
"[39.429228164320236, -0.42751704892678355]","[39.55429015975586, -0.40144970301834493]"
"[39.44922700827402, -0.3335898255721378]","[39.5171287577463, -0.47313660803330215]"
"[39.51862992442033, -0.3815937585275608]","[39.3979229690769, -0.40666353961869384]"
"[39.39597612402351, -0.40626034020532653]","[39.511052404424525, -0.46624269817716885]"
"[39.39891211959817, -0.40232496642662946]","[39.52199891363963, -0.35358539371807257]"
"[39.41885284600347, -0.39569522495893356]","[39.539234311354534, -0.39847928918329983]"
"[39.44570886859571, -0.33356355786925523]","[39.516482498459204, -0.46791668048357943]"
"[39.39939736595497, -0.40080678481972004]","[39.543167702825365, -0.3932065556140217]"
"[39.518559617038605, -0.4094905749977632]","[39.39486950058906, -0.4090277365563346]"
"[39.55027423345744, -0.39533168668226815]","[39.42781671864677, -0.4228500400722683]"
"[39.39547356708542, -0.39725117203010546]","[39.538572582300986, -0.39185798928753557]"
"[39.448478563611104, -0.33920282229037096]","[39.51762712429841, -0.46881839719781887]"
"[39.51100482073613, -0.4658199882974526]","[39.39755168220085, -0.407190382856656]"
"[39.4281204356786, -0.4663017039568031]","[39.54531312548228, -0.3918513015486752]"
"[39.530534814431284, -0.34494688320029504]","[39.411005335981336, -0.39751742268067375]"
"[39.52745058716763, -0.352320888067887]","[39.43493882109987, -0.4715714049487579]"
"[39.433989278148275, -0.46997825813651894]","[39.524542795089424, -0.35086340752391315]"
"[39.53104444351681, -0.35182588328801817]","[39.40060972114896, -0.40053121246402557]"
"[39.52641669809946, -0.35297043762060726]","[39.43409612164653, -0.4725844311631217]"
"[39.53681295082609, -0.34529173468790375]","[39.43033975421677, -0.4201333598664085]"
"[39.553930090770606, -0.39973813226536004]","[39.399460962918106, -0.40641561157875034]"
"[39.523803662960646, -0.4122813334553533]","[39.40135531757874, -0.4073631021913566]"
"[39.52908117860415, -0.38738997756473365]","[39.42793921796137, -0.4719766063130607]"
"[39.5238835408454, -0.3537625362807902]","[39.398264167566616, -0.3971240158088995]"
"[39.52747233249378, -0.35287397190640074]","[39.43415871227312, -0.4700990081200287]"
"[39.51999039571137, -0.46890746981704634]","[39.4059887219061, -0.4060320725565165]"
"[39.52858384021945, -0.35112821482293044]","[39.432128555539634, -0.4697691327016652]"
"[39.52686610631602, -0.3526669864614221]","[39.43918632654782, -0.4791982228293939]"
"[39.43249037641117, -0.46076697092487257]","[39.52070863421264, -0.3528601167822945]"
"[39.4293075316985, -0.4223367218876282]","[39.55429015975586, -0.40144970301834493]"
"[39.399870527138155, -0.40666825153380054]","[39.5222035370233, -0.4136839838559967]"
"[39.52164766904178, -0.45848735261788165]","[39.405144619121806, -0.4000749050338977]"
"[39.5418585059942, -0.3977141759375267]","[39.40662480948336, -0.40478644642003825]"
"[39.42022078015398, -0.39112079274419526]","[39.541569892544636, -0.39512287977288574]"
"[39.546543036974725, -0.39448961612666694]","[39.39755168220085, -0.407190382856656]"
"[39.52747233249378, -0.35287397190640074]","[39.398568676264254, -0.39914261408134194]"
"[39.427173611915634, -0.43176549380716417]","[39.54877550393352, -0.39730087546064446]"
"[39.54257019661765, -0.3968386820809661]","[39.41929260107422, -0.39427319104963404]"
"[39.419617514439985, -0.39110443612780965]","[39.54817687535043, -0.3966659608649792]"
"[39.40684048557018, -0.41112129542678116]","[39.545011323443056, -0.38902930331019947]"
"[39.52902519941773, -0.3469581164249048]","[39.402800912544706, -0.40299962284936386]"
"[39.52174594457299, -0.4145597512655915]","[39.39688091713051, -0.39425381924746966]"
"[39.40342526561843, -0.4036847422445982]","[39.536227291852754, -0.4041139363055994]"
"[39.44980842544018, -0.3304397147428729]","[39.52085081304093, -0.46393185303372836]"
"[39.5131503137363, -0.46910521001154065]","[39.45359267769057, -0.33385013805575686]"
"[39.44980842544018, -0.3304397147428729]","[39.52100617391903, -0.4644969666149888]"
"[39.531636796014396, -0.35244726743595695]","[39.39460500414015, -0.4054884815638184]"
"[39.395897844997684, -0.39982226106287605]","[39.528847820157125, -0.3489069076160588]"
"[39.39863098323907, -0.39815601425468466]","[39.517388017124595, -0.46825392650765757]"
"[39.432115746797756, -0.4691338246330556]","[39.52635833538982, -0.3538849340178686]"
"[39.516482498459204, -0.46791668048357943]","[39.44980842544018, -0.3304397147428729]"
"[39.433316381901925, -0.46953528132260997]","[39.54349326425908, -0.4008743455447512]"
"[39.40135531757874, -0.4073631021913566]","[39.54890043763588, -0.39820783897955153]"
"[39.40042737938735, -0.39467236529378147]","[39.51953960310887, -0.4657029661399871]"
"[39.46266688825321, -0.4720581959609085]","[39.529611429267064, -0.34283518619475584]"
"[39.51427244623654, -0.36391526970108307]","[39.39587589176299, -0.41192610391632256]"
"[39.532169746917106, -0.3533941884762618]","[39.43476597832316, -0.46891196657964684]"
"[39.51758397115561, -0.4127149064058631]","[39.39597612402351, -0.40626034020532653]"
"[39.432115746797756, -0.4691338246330556]","[39.530265621561284, -0.35417798586977806]"
"[39.516206947520025, -0.46492661971763016]","[39.40531638527994, -0.4019197013276876]"
"[39.44563734109001, -0.3388391134912916]","[39.51639048830434, -0.4654289552062113]"
"[39.43086777233025, -0.4307952835355317]","[39.53278899517425, -0.34680496640454417]"
"[39.403151854540496, -0.404075420042824]","[39.54054890641578, -0.4017812559607246]"
"[39.39939736595497, -0.40080678481972004]","[39.52222783706424, -0.41685851543014085]"
"[39.5294977727314, -0.35122198676932465]","[39.44353863242286, -0.4703100969439444]"
"[39.39753695230372, -0.39889817894891205]","[39.51218005574813, -0.46239507748882774]"
"[39.43732045258265, -0.47261183344317464]","[39.54691400247709, -0.403706016128022]"
"[39.39796428624887, -0.398125634665853]","[39.53681295082609, -0.34529173468790375]"
"[39.52382540352109, -0.4672983347190616]","[39.40957299779509, -0.4030496844188387]"
"[39.43064631186484, -0.47297222363635044]","[39.53628879364195, -0.3558784889546412]"
"[39.44996185289284, -0.3349199483842372]","[39.5213458549115, -0.4652029233672976]"
"[39.454971166893586, -0.33460994378109643]","[39.51266867984651, -0.4754635543228815]"
"[39.403017643132344, -0.4101991398770435]","[39.54268572175751, -0.400079706881878]"
"[39.40342526561843, -0.4036847422445982]","[39.52747233249378, -0.35287397190640074]"
"[39.54569346910904, -0.39280514913393055]","[39.42288050841533, -0.394451102936673]"
"[39.527408418748934, -0.4649085488318755]","[39.407967671625975, -0.4010412793763549]"
"[39.40471367773695, -0.4016108439984623]","[39.54691400247709, -0.403706016128022]"
"[39.52238402400335, -0.34534522127015976]","[39.40236925267727, -0.40034025292489867]"
"[39.54001040389249, -0.3902841419994586]","[39.40236925267727, -0.40034025292489867]"
"[39.53363806585294, -0.38378212947527995]","[39.43344701716507, -0.4706503356838954]"
"[39.405477835821145, -0.40485813981888097]","[39.55746414566028, -0.40140952057024337]"
